1,4,1134,728,161,127,1,4,0,0
2,4,1128,723,161,126,1,4,0,0
3,4,1122,719,161,125,1,4,0,0
4,4,1116,715,161,124,1,4,0,0
5,4,1110,711,161,123,1,4,0,0
6,4,1104,707,161,122,1,4,0,0
7,4,1098,703,161,121,1,4,0,0
8,4,1092,699,161,120,1,4,0,0
9,4,1087,695,161,119,1,4,0,0
10,4,1082,691,161,119,1,4,0,0
11,4,1077,688,161,119,1,4,0,0
12,4,1072,685,161,119,1,4,0,0
13,4,1067,682,161,119,1,4,0,0
14,4,1062,679,161,119,1,4,0,0
15,4,1055,676,161,117,1,4,0,0
16,4,1049,673,161,116,1,4,0,0
17,4,1043,670,160,114,1,4,0,0
18,4,1037,668,160,112,1,4,0,0
19,4,1031,665,160,111,1,4,0,0
20,4,1025,662,159,109,1,4,0,0
21,4,1019,659,159,108,1,4,0,0
22,4,1013,657,159,106,1,4,0,0
23,4,1006,654,159,105,1,4,0,0
24,4,1000,651,158,105,1,4,0,0
25,4,993,649,159,103,1,4,0,0
26,4,987,646,158,103,1,4,0,0
27,4,981,644,158,102,1,4,0,0
28,4,974,641,158,101,1,4,0,0
29,4,968,639,158,100,1,4,0,0
30,4,962,636,157,100,1,4,0,0
31,4,955,634,158,98,1,4,0,0
32,4,949,631,157,98,1,4,0,0
33,4,943,629,157,97,1,4,0,0
34,4,938,627,157,96,1,4,0,0
35,4,933,626,158,95,1,4,0,0
36,4,928,625,158,94,1,4,0,0
37,4,923,623,159,94,1,4,0,0
38,4,918,622,159,93,1,4,0,0
39,4,913,621,160,92,1,4,0,0
40,4,908,619,160,92,1,4,0,0
41,4,903,618,161,91,1,4,0,0
42,4,898,617,161,89,1,4,0,0
43,4,893,615,162,89,1,4,0,0
44,4,888,614,162,88,1,4,0,0
45,4,883,613,163,87,1,4,0,0
46,4,878,611,163,87,1,4,0,0
47,4,873,610,164,86,1,4,0,0
48,4,868,609,164,85,1,4,0,0
49,4,864,608,164,84,1,4,0,0
50,4,862,607,164,84,1,4,0,0
51,4,861,607,164,84,1,4,0,0
52,4,860,607,164,84,1,4,0,0
53,4,858,606,164,84,1,4,0,0
54,4,857,606,164,84,1,4,0,0
55,4,856,606,164,84,1,4,0,0
56,4,854,606,164,84,1,4,0,0
57,4,853,605,164,84,1,4,0,0
58,4,852,605,164,84,1,4,0,0
59,4,851,605,164,84,1,4,0,0
60,4,849,605,164,84,1,4,0,0
61,4,848,604,164,84,1,4,0,0
62,4,847,604,164,84,1,4,0,0
63,4,845,604,164,84,1,4,0,0
64,4,844,604,164,84,1,4,0,0
65,4,843,603,164,84,1,4,0,0
66,4,842,603,164,84,1,4,0,0
67,4,840,603,164,84,1,4,0,0
68,4,839,603,164,84,1,4,0,0
69,4,838,602,164,84,1,4,0,0
70,4,836,602,164,84,1,4,0,0
71,4,835,602,164,84,1,4,0,0
72,4,834,602,164,84,1,4,0,0
73,4,833,601,164,84,1,4,0,0
74,4,831,601,164,84,1,4,0,0
75,4,830,601,164,84,1,4,0,0
76,4,829,601,164,84,1,4,0,0
77,4,827,600,164,84,1,4,0,0
78,4,826,600,164,84,1,4,0,0
79,4,825,600,164,84,1,4,0,0
80,4,824,600,164,84,1,4,0,0
81,4,822,599,164,84,1,4,0,0
82,4,821,598,164,85,1,4,0,0
83,4,820,598,164,84,1,4,0,0
84,4,819,597,163,85,1,4,0,0
85,4,818,597,163,84,1,4,0,0
86,4,816,596,164,85,1,4,0,0
87,4,815,596,164,84,1,4,0,0
88,4,814,595,163,85,1,4,0,0
89,4,813,595,163,84,1,4,0,0
90,4,812,594,163,85,1,4,0,0
91,4,811,594,163,85,1,4,0,0
92,4,807,593,163,85,1,4,0,0
93,4,804,592,163,85,1,4,0,0
94,4,801,592,163,85,1,4,0,0
95,4,797,591,164,85,1,4,0,0
96,4,794,591,164,84,1,4,0,0
97,4,791,590,163,85,1,4,0,0
98,4,788,590,163,84,1,4,0,0
99,4,784,589,164,84,1,4,0,0
100,4,781,589,164,84,1,4,0,0
151,4,564,554,182,83,1,4,0,0
152,4,560,553,182,84,1,4,0,0
153,4,556,553,183,84,1,4,0,0
