0,1,9,916.0,446.0,101.0,150.0,1.0,4.0,0.0
0,2,9,915.0,447.0,101.0,151.0,1.0,4.0,0.0
0,3,9,915.0,449.0,101.0,151.0,1.0,4.0,0.0
0,4,9,914.0,451.0,102.0,152.0,1.0,4.0,0.0
0,5,9,914.0,452.0,102.0,153.0,1.0,4.0,0.0
0,6,9,913.0,454.0,103.0,153.0,1.0,4.0,0.0
0,7,9,913.0,456.0,103.0,154.0,1.0,4.0,0.0
0,8,9,913.0,457.0,103.0,155.0,1.0,4.0,0.0
0,9,9,912.0,459.0,104.0,155.0,1.0,4.0,0.0
0,10,9,912.0,461.0,104.0,156.0,1.0,4.0,0.0
0,11,9,911.0,462.0,105.0,157.0,1.0,4.0,0.0
0,12,9,911.0,464.0,105.0,157.0,1.0,4.0,0.0
0,13,9,911.0,466.0,105.0,158.0,1.0,4.0,0.0
0,14,9,910.0,470.0,105.0,158.0,1.0,4.0,0.0
0,15,9,910.0,474.0,105.0,158.0,1.0,4.0,0.0
0,16,9,909.0,479.0,106.0,157.0,1.0,4.0,0.0
0,17,9,909.0,483.0,106.0,158.0,1.0,4.0,0.0
0,18,9,909.0,487.0,106.0,158.0,1.0,4.0,0.0
0,19,9,908.0,492.0,107.0,157.0,1.0,4.0,0.0
0,20,9,908.0,496.0,107.0,157.0,1.0,4.0,0.0
1,41,9,892.0,591.0,125.0,203.0,1.0,4.0,0.0
1,42,9,891.0,598.0,125.0,205.0,1.0,4.0,0.0
1,43,9,891.0,605.0,124.0,208.0,1.0,4.0,0.0
1,44,9,890.0,612.0,124.0,210.0,1.0,4.0,0.0
1,45,9,890.0,619.0,123.0,213.0,1.0,4.0,0.0
1,46,9,888.0,626.0,126.0,216.0,1.0,4.0,0.0
1,47,9,887.0,633.0,128.0,220.0,1.0,4.0,0.0
1,48,9,885.0,641.0,132.0,223.0,1.0,4.0,0.0
1,49,9,884.0,648.0,134.0,227.0,1.0,4.0,0.0
1,50,9,883.0,656.0,137.0,230.0,1.0,4.0,0.0
1,51,9,882.0,665.0,138.0,234.0,1.0,4.0,0.0
1,52,9,882.0,674.0,139.0,238.0,1.0,4.0,0.0
1,53,9,881.0,683.0,140.0,243.0,1.0,4.0,0.0
1,54,9,881.0,692.0,141.0,247.0,1.0,4.0,0.0
1,55,9,881.0,701.0,142.0,252.0,1.0,4.0,0.0
1,56,9,879.0,711.0,144.0,258.0,1.0,4.0,0.0
1,57,9,877.0,722.0,147.0,264.0,1.0,4.0,0.0
1,58,9,876.0,733.0,148.0,269.0,1.0,4.0,0.0
1,59,9,874.0,744.0,151.0,275.0,1.0,4.0,0.0
1,60,9,873.0,755.0,152.0,280.0,1.0,4.0,0.0
1,61,9,871.0,766.0,155.0,286.0,1.0,4.0,0.0
1,62,9,870.0,777.0,157.0,292.0,1.0,4.0,0.0
1,63,9,868.0,791.0,160.0,278.0,1.0,4.0,1.0
1,64,9,866.0,805.0,163.0,264.0,1.0,4.0,1.0
1,65,9,865.0,819.0,165.0,250.0,1.0,4.0,1.0
1,66,9,863.0,833.0,168.0,236.0,1.0,4.0,1.0
