0,1,4,1134.0,728.0,161.0,127.0,1.0,4.0,0.0
0,2,4,1128.0,723.0,161.0,126.0,1.0,4.0,0.0
0,3,4,1122.0,719.0,161.0,125.0,1.0,4.0,0.0
0,4,4,1116.0,715.0,161.0,124.0,1.0,4.0,0.0
0,5,4,1110.0,711.0,161.0,123.0,1.0,4.0,0.0
0,6,4,1104.0,707.0,161.0,122.0,1.0,4.0,0.0
0,7,4,1098.0,703.0,161.0,121.0,1.0,4.0,0.0
0,8,4,1092.0,699.0,161.0,120.0,1.0,4.0,0.0
0,9,4,1087.0,695.0,161.0,119.0,1.0,4.0,0.0
0,10,4,1082.0,691.0,161.0,119.0,1.0,4.0,0.0
0,11,4,1077.0,688.0,161.0,119.0,1.0,4.0,0.0
0,12,4,1072.0,685.0,161.0,119.0,1.0,4.0,0.0
0,13,4,1067.0,682.0,161.0,119.0,1.0,4.0,0.0
0,14,4,1062.0,679.0,161.0,119.0,1.0,4.0,0.0
0,15,4,1055.0,676.0,161.0,117.0,1.0,4.0,0.0
0,16,4,1049.0,673.0,161.0,116.0,1.0,4.0,0.0
0,17,4,1043.0,670.0,160.0,114.0,1.0,4.0,0.0
0,18,4,1037.0,668.0,160.0,112.0,1.0,4.0,0.0
0,19,4,1031.0,665.0,160.0,111.0,1.0,4.0,0.0
0,20,4,1025.0,662.0,159.0,109.0,1.0,4.0,0.0
0,21,4,1019.0,659.0,159.0,108.0,1.0,4.0,0.0
0,22,4,1013.0,657.0,159.0,106.0,1.0,4.0,0.0
0,23,4,1006.0,654.0,159.0,105.0,1.0,4.0,0.0
0,24,4,1000.0,651.0,158.0,105.0,1.0,4.0,0.0
0,25,4,993.0,649.0,159.0,103.0,1.0,4.0,0.0
0,26,4,987.0,646.0,158.0,103.0,1.0,4.0,0.0
0,27,4,981.0,644.0,158.0,102.0,1.0,4.0,0.0
0,28,4,974.0,641.0,158.0,101.0,1.0,4.0,0.0
0,29,4,968.0,639.0,158.0,100.0,1.0,4.0,0.0
0,30,4,962.0,636.0,157.0,100.0,1.0,4.0,0.0
0,31,4,955.0,634.0,158.0,98.0,1.0,4.0,0.0
0,32,4,949.0,631.0,157.0,98.0,1.0,4.0,0.0
0,33,4,943.0,629.0,157.0,97.0,1.0,4.0,0.0
